id,user_id,type,data,created_at,updated_at
a71257ff-7d09-48ef-9b04-5b799d5f1271,1355a7c7-c155-4c01-bde4-6f568fd8dbb4,booking,"{""content_title"": ""B2B Matchmaking"", ""time"": ""17:00""}",2026-03-31 17:00:00+00,2026-03-31 17:00:00+00
d0ba9cd7-5e6e-4157-9a02-ea5262f1249f,b61d079d-ec62-4167-8eba-09a5727aaf7f,booking,"{""content_title"": ""Indulto Creative Talk"", ""time"": ""08:20""}",2026-03-15 08:20:00+00,2026-03-15 08:20:00+00
34a919c9-6af7-4ae4-bcdb-68930a128c4f,bd60d8ae-7cbd-407c-8a7e-439a739785c9,booking,"{""content_title"": ""VC Speed Dating"", ""time"": ""18:16""}",2026-04-02 18:16:00+00,2026-04-02 18:16:00+00
de5dabff-68d2-402f-8d94-7073aeab9a42,8bb74338-1e5f-4856-a403-920f00262ffd,booking,"{""content_title"": ""Indulto Creative Talk"", ""time"": ""09:03""}",2026-03-31 09:03:00+00,2026-03-31 09:03:00+00
51631fdc-9fa5-4cb9-b66e-9169d123432d,ceeec536-bfe0-425e-8f03-b0ea3bb04a9c,booking,"{""content_title"": ""The Clouds Are Up"", ""time"": ""20:27""}",2026-03-24 20:27:00+00,2026-03-24 20:27:00+00
ed78b51a-0738-4ca1-8bdf-ccbd1d4911fc,7bdf5069-1fbc-4234-b1a2-a6c3520c4a3c,booking,"{""content_title"": ""Future City Layers"", ""time"": ""11:04""}",2026-03-22 11:04:00+00,2026-03-22 11:04:00+00
38969c64-e45a-4e8f-9a94-755f004bdc1d,351336a8-c1fc-460f-a9ab-06eb05c88037,booking,"{""content_title"": ""Web3 Showcase"", ""time"": ""18:37""}",2026-03-15 18:37:00+00,2026-03-15 18:37:00+00
e8c2abb3-5c27-4ede-84cd-3e3ee36a1958,d9172c5c-ab84-45b8-94fa-86be9a4f5105,no_show_warning_1,"{""content_title"": ""AR Anatomy Stand"", ""time"": ""09:02""}",2026-04-05 09:02:00+00,2026-04-05 09:02:00+00
733799ed-b1e6-40aa-a886-854a735f6c41,7bc309fe-ea85-46ab-81dc-d1ea020b053e,no_show_warning_1,"{""content_title"": ""Startup Pitches"", ""time"": ""14:21""}",2026-03-22 14:21:00+00,2026-03-22 14:21:00+00
081a2a50-d61d-40bd-94b2-35939291faaf,428acf49-d539-45ec-ac88-bd9de2dca5ff,booking,"{""content_title"": ""Blender Modeling"", ""time"": ""16:25""}",2026-03-31 16:25:00+00,2026-03-31 16:25:00+00
3f2ae6ee-dfe6-499d-9d23-cd67753d2bf1,b69ad41e-6b0a-43be-a41a-e82e5b56d16d,booking,"{""content_title"": ""NextGen Hardware"", ""time"": ""15:45""}",2026-03-15 15:45:00+00,2026-03-15 15:45:00+00
5117b152-0b42-4fab-b8f3-da0115feef4b,a174a08e-6562-4e20-a2a3-ea8707604141,no_show_warning_1,"{""content_title"": ""Mars Colony VR"", ""time"": ""20:52""}",2026-03-31 20:52:00+00,2026-03-31 20:52:00+00
b4db6767-2325-4fe2-bbc6-f35282947649,3f4f15d7-9d62-47f8-8ad0-d613c7310009,booking,"{""content_title"": ""Blender Modeling"", ""time"": ""15:34""}",2026-03-13 15:34:00+00,2026-03-13 15:34:00+00
a6acdc1a-2b9f-4c23-8610-79dec313ae25,9fe869f8-c643-403c-8089-114c82e46f06,no_show_warning_1,"{""content_title"": ""The Clouds Are Up"", ""time"": ""08:37""}",2026-04-12 08:37:00+00,2026-04-12 08:37:00+00
cc642a10-3b5d-4f09-bb3f-9e544cce7a25,6e8b0bc3-fd27-4d01-a13c-14a9a6aa03bb,booking,"{""content_title"": ""Crafting Crimes AR"", ""time"": ""20:09""}",2026-03-18 20:09:00+00,2026-03-18 20:09:00+00
2b46ad24-3661-4489-8ac7-86b094afc9df,4e490d35-0731-44ae-9084-cddac927c22d,booking,"{""content_title"": ""Deep Ocean Dive"", ""time"": ""20:23""}",2026-03-16 20:23:00+00,2026-03-16 20:23:00+00
83af52c7-484d-4c25-8595-2255380de21c,b8ecce1e-90cc-43e8-b0f2-2d03a4333611,booking,"{""content_title"": ""Deep Ocean Dive"", ""time"": ""15:47""}",2026-03-30 15:47:00+00,2026-03-30 15:47:00+00
d290ac76-03d1-4df8-bd9d-6f6cbda5be38,dcba661b-22b8-41a6-9d1c-ad491f079247,booking,"{""content_title"": ""Tech Founders Meetup"", ""time"": ""17:05""}",2026-03-28 17:05:00+00,2026-03-28 17:05:00+00
554951b6-b99a-4a80-b3db-16caa49fc809,a41464be-6cd8-4bf9-add8-5b81107a16e0,booking,"{""content_title"": ""Interactive History"", ""time"": ""09:05""}",2026-04-12 09:05:00+00,2026-04-12 09:05:00+00
4c7c4274-bb1f-4cfa-a64c-639f980e643a,c750922a-1f48-4b60-a864-7bae5aa25187,cancellation,"{""content_title"": ""Dark Rooms VR"", ""time"": ""11:26""}",2026-03-21 11:26:00+00,2026-03-21 11:26:00+00
458c3dd6-fb2d-4f0a-a55b-286c42ae9269,50e4bea2-4a02-4da1-8dc7-beef66f1e5b5,booking,"{""content_title"": ""A Long Goodbye Panel"", ""time"": ""10:03""}",2026-03-19 10:03:00+00,2026-03-19 10:03:00+00
91e19ccb-1057-4fdb-b380-4ef08e6b55d9,baf1bf94-1900-4af0-b43e-d0cbc2db3fc8,booking,"{""content_title"": ""Future City Layers"", ""time"": ""09:45""}",2026-04-02 09:45:00+00,2026-04-02 09:45:00+00
ba339b75-e9a0-4b2f-b8b7-ba386bd2d977,e0e55d1f-0fbb-4f70-9731-aa61631a7619,no_show_warning_1,"{""content_title"": ""Deep Ocean Dive"", ""time"": ""12:07""}",2026-03-20 12:07:00+00,2026-03-20 12:07:00+00
8ccf3600-1fda-4f8f-a555-c66e9e15f8a2,708d81a0-531e-4587-86f9-281b16595e24,booking,"{""content_title"": ""Unity Basics"", ""time"": ""20:10""}",2026-03-30 20:10:00+00,2026-03-30 20:10:00+00
2c6e4acb-165e-478e-a8f8-a72e7f8075e3,eb45e3e4-505d-4db4-b9c7-adef36a9ec2f,booking,"{""content_title"": ""The Clouds Are Up"", ""time"": ""09:07""}",2026-03-25 09:07:00+00,2026-03-25 09:07:00+00
4862a171-c9e9-45ad-a0de-736a1a163cd1,ef48f56f-c3a1-42f0-97d3-38752efc487d,cancellation,"{""content_title"": ""AR Anatomy Stand"", ""time"": ""15:00""}",2026-03-21 15:00:00+00,2026-03-21 15:00:00+00
fde7d08e-c164-44d5-bff0-8d53d882a893,352198ee-66dd-4318-967f-f8dc532262d9,booking,"{""content_title"": ""Interactive History"", ""time"": ""18:41""}",2026-04-03 18:41:00+00,2026-04-03 18:41:00+00
9be3b79d-9bc5-44f9-906e-d951d95556cd,fe409ded-b88a-4cf0-91c7-55e2abaf0d7a,booking,"{""content_title"": ""Future City Layers"", ""time"": ""20:53""}",2026-03-13 20:53:00+00,2026-03-13 20:53:00+00
ac51882a-6982-424b-8a97-312a222a36ec,345fb33f-58ba-4f95-b1aa-0631bec10a61,cancellation,"{""content_title"": ""Interactive History"", ""time"": ""12:49""}",2026-03-31 12:49:00+00,2026-03-31 12:49:00+00
4a7a69fb-dac5-42ac-811e-dd6cada141b0,7e190d7b-fd28-4cb5-a094-bc1a87054d47,booking,"{""content_title"": ""A Long Goodbye Panel"", ""time"": ""13:15""}",2026-03-31 13:15:00+00,2026-03-31 13:15:00+00
9632be40-a913-452a-96c9-721a76c34729,eabbbeab-b630-40fc-b414-b77f7244b90a,booking,"{""content_title"": ""Virtual Palace"", ""time"": ""14:33""}",2026-03-14 14:33:00+00,2026-03-14 14:33:00+00
a8e28aaf-2f33-43c2-b487-b8a2210f861b,1124ad69-800c-4e31-a45d-7b219d46e676,booking,"{""content_title"": ""Crafting Crimes AR"", ""time"": ""18:10""}",2026-04-02 18:10:00+00,2026-04-02 18:10:00+00
974538e8-0f39-41ea-a136-cd8cfe88ec1f,48657c19-2347-495c-825e-dbaaf03084a0,booking,"{""content_title"": ""Robotics Live"", ""time"": ""13:06""}",2026-03-20 13:06:00+00,2026-03-20 13:06:00+00
35948849-9702-4f0c-b1dd-a7eb61e8c72e,ea3b32a3-eec0-47ff-9f69-f1d00a9cfa8c,booking,"{""content_title"": ""The Clouds Are Up"", ""time"": ""10:04""}",2026-03-25 10:04:00+00,2026-03-25 10:04:00+00
5a765a25-a52a-4ed4-8ad3-d82d4b863bad,58b22874-7866-499e-b41f-5eeb343aad1e,booking,"{""content_title"": ""Web3 Showcase"", ""time"": ""18:52""}",2026-03-17 18:52:00+00,2026-03-17 18:52:00+00
6472f3f3-a169-488b-bf26-dd462469b44f,c0d8a412-d081-4240-9b6e-5dd37819255d,booking,"{""content_title"": ""Virtual Palace"", ""time"": ""15:09""}",2026-03-30 15:09:00+00,2026-03-30 15:09:00+00
03028f06-50c9-4acf-9b38-4c4f7edb5640,f5d33f4a-c746-4609-9562-f11441bed53a,booking,"{""content_title"": ""Future City Layers"", ""time"": ""19:57""}",2026-03-17 19:57:00+00,2026-03-17 19:57:00+00
ca601f92-5296-4121-9ff9-0a8beb596723,d35a8941-0da6-4bf3-ac24-748de1874163,no_show_warning_1,"{""content_title"": ""NextGen Hardware"", ""time"": ""14:20""}",2026-04-02 14:20:00+00,2026-04-02 14:20:00+00
e59aac17-b376-4fea-981c-df5a95223af5,e1ae4ee5-228d-49b6-9288-d7007c0d78ff,booking,"{""content_title"": ""Mars Colony VR"", ""time"": ""11:14""}",2026-03-30 11:14:00+00,2026-03-30 11:14:00+00
d600ec85-9a83-4d5e-98d5-58ae72389647,393edef8-4a75-42e6-8139-6214ba1afc54,booking,"{""content_title"": ""Crafting Crimes AR"", ""time"": ""15:24""}",2026-04-12 15:24:00+00,2026-04-12 15:24:00+00
cb3a4de9-02f3-4511-b427-b66e12f24c5d,33ffa9b2-1672-4142-aa4b-4467f4a84b2f,cancellation,"{""content_title"": ""Tech Founders Meetup"", ""time"": ""14:33""}",2026-03-16 14:33:00+00,2026-03-16 14:33:00+00
4fe66ff5-fdb5-4788-88c8-5c8bc43ae12c,a174a08e-6562-4e20-a2a3-ea8707604141,booking,"{""content_title"": ""Interactive History"", ""time"": ""17:57""}",2026-03-22 17:57:00+00,2026-03-22 17:57:00+00
d61e327a-fcd4-4f37-8262-42a8fcf22a36,a0497fed-2140-4b4c-91e6-25e7ae5cb7e2,booking,"{""content_title"": ""The Clouds Are Up"", ""time"": ""20:13""}",2026-03-25 20:13:00+00,2026-03-25 20:13:00+00
a268c438-5d31-4035-9559-95db233da61b,516a9524-b9a2-4417-9a9c-754fa2230c27,booking,"{""content_title"": ""Mars Colony VR"", ""time"": ""12:09""}",2026-03-15 12:09:00+00,2026-03-15 12:09:00+00
fed12d81-97c1-420a-9766-bb4817481894,bf19869e-c46b-4466-9d57-992ff6a05328,booking,"{""content_title"": ""Deep Ocean Dive"", ""time"": ""12:56""}",2026-04-06 12:56:00+00,2026-04-06 12:56:00+00
8df36e05-1458-4c74-80ba-9ffbb13949fa,915d1982-5f38-4446-9748-00b7be397793,booking,"{""content_title"": ""Dark Rooms VR"", ""time"": ""17:58""}",2026-03-22 17:58:00+00,2026-03-22 17:58:00+00
7676dcc0-5d86-4261-a42e-19651268fc2b,2b6c0c87-8c5f-4efd-bced-3f006dbc1637,no_show_warning_1,"{""content_title"": ""Virtual Palace"", ""time"": ""17:26""}",2026-04-03 17:26:00+00,2026-04-03 17:26:00+00
422507c7-c73b-4edc-b9c4-8f6e81ca4cb8,b30b23c7-3745-4118-92e4-c97bf9875a59,booking,"{""content_title"": ""AR Anatomy Stand"", ""time"": ""15:12""}",2026-03-29 15:12:00+00,2026-03-29 15:12:00+00
49edf0cf-9cc9-452d-8c89-34efdd403369,4dda6dc5-6400-418f-9aaf-f4eafe837e87,booking,"{""content_title"": ""Web3 Showcase"", ""time"": ""13:56""}",2026-03-19 13:56:00+00,2026-03-19 13:56:00+00
997fc310-52b5-4f8c-9dbb-3ebbf75ff1d3,94ea43d3-2754-4e91-bd34-9576c941098d,booking,"{""content_title"": ""VC Speed Dating"", ""time"": ""08:52""}",2026-04-10 08:52:00+00,2026-04-10 08:52:00+00
e9d1af1e-5a68-4664-99e4-3f9c9374c8f9,321f965b-b021-4cec-a181-47aee23d4897,booking,"{""content_title"": ""Virtual Palace"", ""time"": ""08:17""}",2026-03-27 08:17:00+00,2026-03-27 08:17:00+00
91bc2ff1-95af-4c2a-8a2d-1e37689a2b3a,554a820a-73ec-4123-a3e5-1e551a823a4a,booking,"{""content_title"": ""Mars Colony VR"", ""time"": ""11:31""}",2026-04-03 11:31:00+00,2026-04-03 11:31:00+00
04c7f7ca-9e02-4cc7-b4bd-8b192a456bb2,946a7719-bc03-46da-a9f6-03568d283605,booking,"{""content_title"": ""Virtual Palace"", ""time"": ""20:35""}",2026-03-17 20:35:00+00,2026-03-17 20:35:00+00
88488b9a-8ae8-4518-a5e8-ac0850db9cc4,7bdf5069-1fbc-4234-b1a2-a6c3520c4a3c,booking,"{""content_title"": ""Interactive History"", ""time"": ""18:59""}",2026-03-31 18:59:00+00,2026-03-31 18:59:00+00
3dadb7ae-33de-469d-9cf6-2970da533945,50e4bea2-4a02-4da1-8dc7-beef66f1e5b5,no_show_warning_1,"{""content_title"": ""Deep Ocean Dive"", ""time"": ""10:06""}",2026-03-19 10:06:00+00,2026-03-19 10:06:00+00
36a157fb-d9fe-4347-87a6-33e4cfc34af5,19c86fcf-20f5-47bc-ae17-fe9c37da60a2,booking,"{""content_title"": ""Interactive History"", ""time"": ""14:02""}",2026-03-27 14:02:00+00,2026-03-27 14:02:00+00
5f4c3511-5bc5-4c70-9525-2d9e913d135c,96afb56c-6dfc-43b8-83ed-068e8c0ba925,booking,"{""content_title"": ""Indulto Creative Talk"", ""time"": ""09:29""}",2026-04-01 09:29:00+00,2026-04-01 09:29:00+00
c9ca2ee3-82c1-4092-991e-69f6905d0257,fe409ded-b88a-4cf0-91c7-55e2abaf0d7a,booking,"{""content_title"": ""AR Anatomy Stand"", ""time"": ""20:50""}",2026-03-24 20:50:00+00,2026-03-24 20:50:00+00
43d1386b-d4dd-4c60-9150-8f308e68e3fd,9fe869f8-c643-403c-8089-114c82e46f06,info,"{""content_title"": ""Mars Colony VR"", ""time"": ""09:52""}",2026-03-18 09:52:00+00,2026-03-18 09:52:00+00
13ea961b-bb24-4f2a-8bbb-3a5e2a9bb18b,af1806a5-beab-4ade-9b17-fda14b931432,booking,"{""content_title"": ""Future City Layers"", ""time"": ""14:23""}",2026-03-20 14:23:00+00,2026-03-20 14:23:00+00
5d0fa0bf-d770-4fb9-891f-44510d9c3f7d,0f4147f4-f5e8-4dbe-8a91-4836df8b1139,booking,"{""content_title"": ""Unity Basics"", ""time"": ""17:34""}",2026-03-18 17:34:00+00,2026-03-18 17:34:00+00
d1fe4751-1b62-40b0-8d81-b7dbd1dce8a1,a898fd75-c28f-49f2-b5b3-768330c8e4c6,booking,"{""content_title"": ""Design Thinking Workshop"", ""time"": ""09:11""}",2026-03-14 09:11:00+00,2026-03-14 09:11:00+00
2e15f1ff-9649-4bac-b6c4-d18b711f98be,d513073f-f3e7-495b-9ca8-c33a463a599c,booking,"{""content_title"": ""Deep Ocean Dive"", ""time"": ""09:17""}",2026-04-02 09:17:00+00,2026-04-02 09:17:00+00
a9e05a12-9361-4522-bf67-23dbb3856f6a,179b67ee-3487-490f-8152-b90c0bdbecc3,booking,"{""content_title"": ""Mars Colony VR"", ""time"": ""17:48""}",2026-03-13 17:48:00+00,2026-03-13 17:48:00+00
c6ea7b69-d512-4a62-b3c7-590d0da9f4dc,6d399b1a-e459-4f03-9c13-f7f2589675ab,booking,"{""content_title"": ""Future City Layers"", ""time"": ""20:29""}",2026-03-28 20:29:00+00,2026-03-28 20:29:00+00
e82371ef-a5a3-4665-ae26-3bd851400b24,ef988c76-6b55-41a1-90e5-cacc349e3a08,cancellation,"{""content_title"": ""Virtual Palace"", ""time"": ""20:48""}",2026-04-12 20:48:00+00,2026-04-12 20:48:00+00
e0c9fb5b-5e5a-4dca-8858-e8f20ff52860,d17a8285-e0cc-47b0-b455-2a3c047ee1d5,cancellation,"{""content_title"": ""A Long Goodbye Panel"", ""time"": ""11:38""}",2026-03-14 11:38:00+00,2026-03-14 11:38:00+00
e031fe69-b07c-486d-b585-1d3a3443796e,347ac645-9f57-48e3-902c-1cef77f27a66,booking,"{""content_title"": ""AR Anatomy Stand"", ""time"": ""15:48""}",2026-04-02 15:48:00+00,2026-04-02 15:48:00+00
274c3c3a-6722-44c4-93cd-76210e92cbe1,e103d626-3bb6-43d2-8ce2-ae975d1c11e2,no_show_warning_1,"{""content_title"": ""Startup Pitches"", ""time"": ""13:21""}",2026-03-22 13:21:00+00,2026-03-22 13:21:00+00
9f0e1342-20a2-453f-8dd3-bb73e85bdd70,67c87fc9-9291-4e72-b262-5a7e48896dc7,booking,"{""content_title"": ""Future City Layers"", ""time"": ""20:27""}",2026-03-20 20:27:00+00,2026-03-20 20:27:00+00
9cae097a-c10a-443e-b8de-b494a74da1f0,27c32f2f-450f-4aa4-9cde-7ff3989dbd05,cancellation,"{""content_title"": ""Unity Basics"", ""time"": ""13:59""}",2026-04-09 13:59:00+00,2026-04-09 13:59:00+00
3cb2a5a2-808f-4a3c-a222-8e13d10c8f76,91be28a7-872d-4f19-96a0-85278e3494ac,booking,"{""content_title"": ""Mars Colony VR"", ""time"": ""15:56""}",2026-03-17 15:56:00+00,2026-03-17 15:56:00+00
c6179bb9-3062-4465-8d34-8ef5b23c590a,7b9ec929-9116-49e5-8ba5-aa96481418c2,no_show_warning_1,"{""content_title"": ""Future City Layers"", ""time"": ""17:47""}",2026-03-30 17:47:00+00,2026-03-30 17:47:00+00
4807b81b-380b-46be-b7c0-8a04a747a36c,4149ebd6-4b97-44f3-9438-e4a49a8b1c93,no_show_warning_1,"{""content_title"": ""The Clouds Are Up"", ""time"": ""11:54""}",2026-03-27 11:54:00+00,2026-03-27 11:54:00+00
07af33c6-8fae-4a24-9c87-bef4b3aeda9f,7637f86e-0822-4e8d-be2f-6b3e00ec9fbb,booking,"{""content_title"": ""Future City Layers"", ""time"": ""16:37""}",2026-03-30 16:37:00+00,2026-03-30 16:37:00+00
d1334fea-a58d-4c90-8519-199fe98be82e,a3588b1b-db2e-475f-8889-8461f2148c6a,booking,"{""content_title"": ""The Clouds Are Up"", ""time"": ""16:04""}",2026-04-09 16:04:00+00,2026-04-09 16:04:00+00
0b62f848-8f8f-49cf-8326-e71c16030c7f,c2df3d47-09d4-4990-b8b4-ec56b64c34b2,booking,"{""content_title"": ""Dark Rooms VR"", ""time"": ""14:45""}",2026-03-13 14:45:00+00,2026-03-13 14:45:00+00
8cb9677d-fb5c-4908-bcd1-a924b5c42a59,457f23f0-6e16-43d9-b0e0-8a3faf33cfd0,booking,"{""content_title"": ""Tech Founders Meetup"", ""time"": ""18:03""}",2026-04-12 18:03:00+00,2026-04-12 18:03:00+00
02ca3a95-9add-4217-a5d4-0bb5e186edfa,b29ad5d4-0aa1-4aad-b721-603b0889c479,no_show_warning_1,"{""content_title"": ""Startup Pitches"", ""time"": ""20:28""}",2026-03-15 20:28:00+00,2026-03-15 20:28:00+00
7b4595e4-3569-47e9-a777-40f88f65b3d9,105686a4-5959-4432-ab90-a7bd758ee3cb,booking,"{""content_title"": ""The Clouds Are Up"", ""time"": ""14:30""}",2026-03-17 14:30:00+00,2026-03-17 14:30:00+00
2893d567-5d55-48d8-b120-1b78ce361ca0,76173376-35ea-4844-a3c0-899f65c32fef,booking,"{""content_title"": ""Dark Rooms VR"", ""time"": ""13:57""}",2026-04-08 13:57:00+00,2026-04-08 13:57:00+00
82aa4184-9159-4173-9b12-1bd424f895a5,bf19869e-c46b-4466-9d57-992ff6a05328,cancellation,"{""content_title"": ""Indulto Creative Talk"", ""time"": ""09:25""}",2026-03-27 09:25:00+00,2026-03-27 09:25:00+00
d886e34d-52f4-401f-bb4f-51e855e08b62,00b85947-036c-4695-90b8-e99838d56f7d,booking,"{""content_title"": ""Interactive History"", ""time"": ""18:42""}",2026-03-15 18:42:00+00,2026-03-15 18:42:00+00
b0975ae0-8b6c-41eb-82ff-ff4717f15f7f,9283a208-8332-46e2-8d77-b0d36cbfc209,booking,"{""content_title"": ""Robotics Live"", ""time"": ""20:56""}",2026-04-03 20:56:00+00,2026-04-03 20:56:00+00
c201b683-8973-4f0d-9b15-23aa9fb8e2f2,ffe638a5-f192-4d3c-b5a1-12b244635407,booking,"{""content_title"": ""The Clouds Are Up"", ""time"": ""15:17""}",2026-04-11 15:17:00+00,2026-04-11 15:17:00+00
dbef86d3-537b-4ce8-84d3-6740f1fd8406,6aa6b875-b7b2-4588-b756-233e61081026,booking,"{""content_title"": ""Indulto Creative Talk"", ""time"": ""17:13""}",2026-03-30 17:13:00+00,2026-03-30 17:13:00+00
df9323f5-9971-4817-b1c1-98ff65b5e19b,add9a632-67e1-46ec-86b4-6c83b944ef6d,booking,"{""content_title"": ""Quantum Computing Intro"", ""time"": ""15:16""}",2026-03-31 15:16:00+00,2026-03-31 15:16:00+00
1a813366-a51b-46e7-96e4-998f6ed65f65,c71aec3d-6981-46eb-b73f-26679f5d0730,booking,"{""content_title"": ""Tech Founders Meetup"", ""time"": ""18:06""}",2026-04-05 18:06:00+00,2026-04-05 18:06:00+00
8a0c638a-dc58-4fc3-843f-be6fd04e6596,c06eaee3-78ee-4a32-9892-1a9f2fbb60bb,cancellation,"{""content_title"": ""Deep Ocean Dive"", ""time"": ""09:27""}",2026-04-01 09:27:00+00,2026-04-01 09:27:00+00
22ca1a99-8d59-4abc-8397-b32dcfdbc0d3,c03905aa-439a-4ea2-88e7-642b4464fa7f,booking,"{""content_title"": ""The Clouds Are Up"", ""time"": ""08:25""}",2026-03-13 08:25:00+00,2026-03-13 08:25:00+00
000544e5-35fb-46e8-ab21-f971527af311,0ebc598a-283e-4e85-87ef-c8c59f4dae96,no_show_warning_1,"{""content_title"": ""Crafting Crimes AR"", ""time"": ""18:48""}",2026-03-29 18:48:00+00,2026-03-29 18:48:00+00
b3063a8a-1663-4bb2-9f64-1ba92b5e4457,94ea43d3-2754-4e91-bd34-9576c941098d,cancellation,"{""content_title"": ""Robotics Live"", ""time"": ""18:34""}",2026-03-31 18:34:00+00,2026-03-31 18:34:00+00
da96baf8-ac61-48e1-a2f3-0c6e3e187885,15ae04f6-087b-4e0b-b423-20789e898eef,booking,"{""content_title"": ""Tech Founders Meetup"", ""time"": ""20:55""}",2026-04-11 20:55:00+00,2026-04-11 20:55:00+00
e9a46744-0ea3-4de1-afad-d525e798f5d7,989f077c-4b75-4998-9914-145aeb2a8531,booking,"{""content_title"": ""Virtual Palace"", ""time"": ""15:44""}",2026-03-29 15:44:00+00,2026-03-29 15:44:00+00
e7a7283c-1d46-4773-8a78-18e49c9bacf9,8147959c-f687-4d38-af95-10742cfe2884,booking,"{""content_title"": ""Dark Rooms VR"", ""time"": ""20:59""}",2026-03-21 20:59:00+00,2026-03-21 20:59:00+00
3baafe44-0737-4371-936d-f7b1100697b0,9a773e20-523f-426d-b32b-2f5f8aaa75c9,info,"{""content_title"": ""Future City Layers"", ""time"": ""08:40""}",2026-04-03 08:40:00+00,2026-04-03 08:40:00+00
56a648fc-b803-40dd-b6a1-0278c5963e99,c84a9325-974e-49fd-8d5a-6504c0718248,booking,"{""content_title"": ""Dark Rooms VR"", ""time"": ""08:17""}",2026-04-12 08:17:00+00,2026-04-12 08:17:00+00
245f4b17-4355-48b3-9e03-2a6dabf528a7,bd159b3c-bbb6-406f-a21a-b2bf9554f861,booking,"{""content_title"": ""Web3 Showcase"", ""time"": ""13:07""}",2026-03-20 13:07:00+00,2026-03-20 13:07:00+00
0035470d-a904-46d3-8b04-434097ea217c,226a5411-b48b-4138-94ef-c3a0f905e468,booking,"{""content_title"": ""NextGen Hardware"", ""time"": ""12:14""}",2026-03-18 12:14:00+00,2026-03-18 12:14:00+00
17b7dce3-8be0-4a26-a405-6186d78cfd54,c91331ed-1e32-4944-9f26-447f7ff12eae,no_show_warning_1,"{""content_title"": ""Interactive History"", ""time"": ""20:49""}",2026-03-17 20:49:00+00,2026-03-17 20:49:00+00
9bcd135b-2069-4638-9874-475b4a26bb3d,3c76f0e3-485c-4547-9e76-b7a7b21a6457,booking,"{""content_title"": ""Blender Modeling"", ""time"": ""17:16""}",2026-04-05 17:16:00+00,2026-04-05 17:16:00+00
5c5cbca4-9534-45fb-a7ff-9325a93fb739,0e10f179-afcc-430c-af8e-7c87e3604f83,cancellation,"{""content_title"": ""Future City Layers"", ""time"": ""09:13""}",2026-04-05 09:13:00+00,2026-04-05 09:13:00+00
64516fa2-5ef0-48dd-995d-597b7b08e9c0,027f240a-3e29-4ac0-a1a8-710fee7baac6,booking,"{""content_title"": ""Tech Founders Meetup"", ""time"": ""09:34""}",2026-03-14 09:34:00+00,2026-03-14 09:34:00+00
1c36fcc1-4844-42e9-ad50-d235270ad3ad,495d1856-ae2c-410a-948d-513980eea4bb,no_show_warning_1,"{""content_title"": ""Interactive History"", ""time"": ""11:37""}",2026-03-21 11:37:00+00,2026-03-21 11:37:00+00
c3f84397-1333-443e-948e-2bc782256361,fbecec50-8b05-4caa-8a18-29a40db6cf17,booking,"{""content_title"": ""Quantum Computing Intro"", ""time"": ""16:14""}",2026-03-30 16:14:00+00,2026-03-30 16:14:00+00
7cb03b0a-7a73-4531-8cc8-bf0fdaf50350,eb45e3e4-505d-4db4-b9c7-adef36a9ec2f,booking,"{""content_title"": ""Startup Pitches"", ""time"": ""20:01""}",2026-03-13 20:01:00+00,2026-03-13 20:01:00+00
cb5d5aa2-1b32-497a-8600-5f1762d0e543,0bdb6e3e-4bf0-4595-b9bb-f769266a06ab,booking,"{""content_title"": ""Unity Basics"", ""time"": ""13:06""}",2026-03-13 13:06:00+00,2026-03-13 13:06:00+00
ac1a10e9-f824-4748-9e40-2dc82edc9573,6aa6b875-b7b2-4588-b756-233e61081026,booking,"{""content_title"": ""Virtual Palace"", ""time"": ""09:23""}",2026-04-07 09:23:00+00,2026-04-07 09:23:00+00
c894606e-104d-4ca5-af10-e7f88886fe41,3d99ce2a-87ce-4d41-a8b2-695cfc52f7f3,booking,"{""content_title"": ""Design Thinking Workshop"", ""time"": ""19:10""}",2026-03-19 19:10:00+00,2026-03-19 19:10:00+00
c6892018-c6c0-4b1b-bacb-14441be27d0d,d653df1e-e3e0-43ce-8816-4bb6e269acdb,booking,"{""content_title"": ""Quantum Computing Intro"", ""time"": ""17:07""}",2026-03-13 17:07:00+00,2026-03-13 17:07:00+00
fc425832-1095-4cae-8cf4-de8101b76d14,fce0d00d-c664-470c-811d-38ca48ef6b44,booking,"{""content_title"": ""The Clouds Are Up"", ""time"": ""20:38""}",2026-03-28 20:38:00+00,2026-03-28 20:38:00+00
81bbcbc3-c9b8-4d63-ae8b-6297ef28c73a,039a4d47-438f-4476-88e0-3c117d0ed60d,booking,"{""content_title"": ""Crafting Crimes AR"", ""time"": ""13:21""}",2026-04-12 13:21:00+00,2026-04-12 13:21:00+00
aa84addb-9bca-42d0-a5bd-5af598e1ac47,a02575e9-2d4e-46c4-9379-2f9af36b3bd5,booking,"{""content_title"": ""Deep Ocean Dive"", ""time"": ""09:27""}",2026-03-20 09:27:00+00,2026-03-20 09:27:00+00
1e3f7502-603f-47ef-918b-8e4cef407bcc,ee63f7e6-0a2a-4939-ad49-20dd1b9590aa,cancellation,"{""content_title"": ""NextGen Hardware"", ""time"": ""10:01""}",2026-04-01 10:01:00+00,2026-04-01 10:01:00+00
27d47441-64eb-47c7-bf5e-5382eac9e4ed,ac3e95a4-4b20-4bd8-8e6f-3e4551c569c0,booking,"{""content_title"": ""The Clouds Are Up"", ""time"": ""16:10""}",2026-03-22 16:10:00+00,2026-03-22 16:10:00+00
